"iec","company_name","file_number","file_date","application_type","office_id","old_name","address_line_1","address_line_2","city","district","state","pincode","gstin","membership_category","star_rating","annual_turnover","export_turnover","rcmc_valid_upto"
"AAOCM2083Q","MAX SUPREME TEXTILES  LIMITED","RCMCRENEWFIEO00104462AM25","2025-03-30","Renewal of e-RCMC","16",NULL,"10/1051,JYOTHIS,THEVARMANI","CHATHAMANGALAM P O,NEMMARA","PALAKKAD","PALAKKAD","KERALA","678508","32AAOCM2083Q1ZX","Premium Multi Product Group Category","-","61621306.09","0","2026-03-31"
"AAOCM2248P","MARUTI TEXPROCESS INDIA PRIVATE LIMITED","RCMCRENEWFIEO00001246AM24","2023-04-02","Renewal of e-RCMC","12",NULL,"SURVEY NO. 1255,1257,1258, MARUTI TEXPROCESS INDIA PRIVATE LIMITED","NR. MARUTI SPINTEX PVT LTD, BHADRAVADI ROAD","BHAVNAGAR","BHAVNAGAR","GUJARAT","364710","24AAOCM2248P1ZX","Premium Multi Product Group Category","-","1472063693","536809.78","2025-03-31"
"AAOCM2280M","MAMA'S CREATION PRIVATE LIMITED","RCMCAPPLYFIEO00080800AM24","2024-03-12","Issuance of e-RCMC","15",NULL,"VILLA NO 39, PRESTIGE ROYAL WOODS,, KISMATHPUR, RAJENDRA NAGAR,,",NULL,"RANGAREDDY","RANGAREDDY","TELANGANA","500086","36AAOCM2280M1ZY","Multi Product Group Category","-","0","0","2025-03-31"
"AAOCM2587R","MBM TEXTILES PRIVATE LIMITED","RCMCRENEWFIEO00070489AM24","2024-01-24","Renewal of e-RCMC","12",NULL,"E-24, SIDDHI VINAYAK TOWERS","NEXT TO KATARIA ARCADE OFF SG HIGHWAY, MAKARBA","AHMEDABAD","AHMEDABAD","GUJARAT","380051","24AAOCM2587R1ZJ","Premium Multi Product Group Category","-","781539000","0","2029-03-31"
"AAOCM2619J","MOUNTGREEN ENTERPRISES (INDIA) PRIVATE LIMITED","RCMCAPPLYFIEO00021409AM23","2022-07-12","Issuance of e-RCMC","4",NULL,"502/B, EVERSHINE CROWN, THAKUR VILLAGE, KANDIVALI EAST",NULL,"MUMBAI","MUMBAI SUBURBAN","MAHARASHTRA","400101","27AAOCM2619J1Z4","Multi Product Group Category","-","0","0","2023-03-31"
"AAOCM3203E","MOLECULES BIO LABS PRIVATE LIMITED","RCMCAPPLYFIEO00018132AM26","2025-04-21","Issuance of e-RCMC","16",NULL,"FIRST FLOOR 3/634","COMMERCIAL BUILDING KINFRA, KONOOR ROAD","THRISSUR","THRISSUR","KERALA","680309","32AAOCM3203E1ZY","Premium Multi Product Group Category","-","466517420.78","0","2026-03-31"
"AAOCM3264B","MY DREAM FOODS LIMITED","RCMCAPPLYFIEO00060662AM26","2025-09-15","Issuance of e-RCMC","13",NULL,"358/2 & 358/3 UDYOG NAGAR","MUSAKHEDI  INDORE  MADHYA PRADESH","INDORE","INDORE","MADHYA PRADESH","452001","23AAOCM3264B1ZQ","Premium Multi Product Group Category","-","1062411310.36","0","2026-03-31"
"AAOCM3460B","SHANKSHILA SOLAR ENERGIES PRIVATE LIMITED","RCMCAPPLYFIEO00078509AM25","2025-01-26","Issuance of e-RCMC","13",NULL,"52/1/1/2, NEAR TOLL RAX, PIPLIYA MALHAR","RAU","INDORE","INDORE","MADHYA PRADESH","453331","23AAOCM3460B1ZS","Multi Product Group Category","-","0","0","2026-03-31"
"AAOCM4203A","METEX GLOBAL GIFTS INDIA PRIVATE LIMITED","RCMCRENEWFIEO00064120AM25","2024-10-15","Renewal of e-RCMC","4",NULL,"INDUSTRIAL PREMISES NO. 74, SITUATED IN BLOCK B,","SECTOR 60, NOIDA G.B. NAGAR, GAUTAM BUDDHA NAGAR,","NOIDA","GAUTAM BUDDHA NAGAR","UTTAR PRADESH","201309","09AAOCM4203A1ZT","Multi Product Group Category","-","0","0","2026-03-31"
"AAOCM4604K","SUDAMA WOOD PANEL PRIVATE LIMITED","RCMCRENEWFIEO00029790AM25","2024-05-15","Renewal of e-RCMC","2",NULL,"PLOT NO. 82,83,84, IIE SIIDCUL","SECTOR-3, PHASE II","SITARGANJ","UDAM SINGH NAGAR","UTTARAKHAND","262405","05AAOCM4604K1ZB","Multi Product Group Category","-","0","0","2026-03-31"
"AAOCM4651N","MBK TOOLS PRIVATE LIMITED","RCMCRENEWFIEO00039810AM24","2023-07-11","Renewal of e-RCMC","2",NULL,"UNIT NO 173, PLOT NO 30, FIRST FLOOR","VARDHMAN PLAZA MARKET, RANI BAGH","DELHI","NORTH WEST DELHI","DELHI","110034","07AAOCM4651N1ZU","Multi Product Group Category","-","16800000","0","2024-03-31"
"AAOCM5326J","MENSA BRAND TECHNOLOGIES PRIVATE LIMITED","RCMCRENEWFIEO00002304AM26","2025-04-01","Renewal of e-RCMC","14",NULL,"VAISHNAVI PROPERTIES 30 1 SILICON TERRACES 2ND 3RD FLOOR ADUGODI HOSUR","MAIN ROAD KORMANGALA BENGALURU","BANGALORE","BENGALURU URBAN","KARNATAKA","560095","29AAOCM5326J1ZY","Premium Multi Product Group Category","-","4673851458","0","2026-03-31"
"AAOCM5426D","MAPCI GLOBAL PRIVATE LIMITED","RCMCRENEWFIEO00093788AM25","2025-03-21","Renewal of e-RCMC","8",NULL,"87 BANK COLONY KAYAD ROAD GHOOGHRA","GHOOGHRA","AJMER","AJMER","RAJASTHAN","305023","08AAOCM5426D1ZE","Multi Product Group Category","-","9398000","9398000","2026-03-31"
"AAOCM5619A","MENAT TRADING PRIVATE LIMITED","RCMCAPPLYFIEO00008161AM25","2024-04-07","Issuance of e-RCMC","14",NULL,"29, MAHALAKSHMI CHAMBERS, MG ROAD","NEXT TO TRINITY METRO STATION, OPP. KOTAK BANK","BANGALORE","BENGALURU URBAN","KARNATAKA","560001","29AAOCM5619A1ZD","Premium Multi Product Group Category","-","190000000","0","2025-03-31"
"AAOCM5673N","MOUSMITHA EXPORTS PRIVATE LIMITED","RCMCRENEWFIEO00096017AM25","2025-03-24","Renewal of e-RCMC","18",NULL,"10-71","KANCHU KOTA BAZAR, CHIMAKURTHY.","ONGOLE","PRAKASAM","ANDHRA PRADESH","523226","37AAOCM5673N1ZJ","Premium Multi Product Group Category","-","77598677","0","2026-03-31"
"AAOCM6584A","ADANI NEW INDUSTRIES LIMITED","RCMCRENEWFIEO00065759AM25","2024-10-27","Renewal of e-RCMC","12",NULL,"ADANI CORPORATE HOUSE, SHANTIGRAM, NEAR, VAISHNODEVI CIRCLE,","SG HIGHWAY, KHODIYAR","AHMEDABAD","GANDHINAGAR","GUJARAT","382421","24AAOCM6584A1ZD","Multi Product Group Category","-","0","0","2026-03-31"
"AAOCM6736G","MYSTIC STONE PRIVATE LIMITED","RCMCAPPLYFIEO00057107AM26","2025-08-24","Issuance of e-RCMC","12",NULL,"REVENUE SURVEY NO. 77/P/4 & 77/P/1, N.A. INDUSTRIAL PLOT NO. 1 TO 5 & PLOT NO. 1","RAJKOT- AHMEDABAD NATIONAL HIGHWAY, AT. VILLAGE MESVADA","RAJKOT","RAJKOT","GUJARAT","360023","24AAOCM6736G1Z7","Multi Product Group Category","-","28500","0","2026-03-31"
"AAOCM7769B","MOTHERS MEDICA PRIVATE LIMITED","RCMCAPPLYFIEO00097319AM25","2025-03-25","Issuance of e-RCMC","5",NULL,"C97, 10TH A CROSS","THILLAINAGAR WEST","TRICHY","TIRUCHIRAPPALLI","TAMIL NADU","620018","33AAOCM7769B1Z7","Multi Product Group Category","-","22944750","0","2026-03-31"
"AAOCM8306Q","MICRO CRISPR PRIVATE LIMITED","RCMCRENEWFIEO00045874AM26","2025-07-01","Renewal of e-RCMC","12",NULL,"SURVEY NO.1574, MUKTANAND MARG","CHALA, VAPI,","VALSAD","VALSAD","GUJARAT","396191","24AAOCM8306Q1ZS","Multi Product Group Category","-","0","0","2026-03-31"
"AAOCM8421G","MAHADEV GRANIEXPO PRIVATE LIMITED","RCMCRENEWFIEO00030685AM24","2023-06-07","Renewal of e-RCMC","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Multi Product Group Category","-","40636576.08","0","2026-03-31"
"AAOCM8522C","MEHTA COSMETICS PRIVATE LIMITED","RCMCAPPLYFIEO00047979AM23","2023-03-15","Issuance of e-RCMC","2",NULL,"L-112, SECTOR 2","BAWANA INDUSTRIAL AREA","DELHI","NORTH WEST DELHI","DELHI","110039","07AAOCM8522C1ZF","Premium Multi Product Group Category","-","113245435","0","2025-03-31"
"AAOCM8769M","MIR COLD STORE PRIVATE LIMITED","RCMCAPPLYFIEO00029926AM24","2023-06-06","Issuance of e-RCMC","6",NULL,"PLOT NO. 453 B","IGC LASSIPORA","PULWAMA","PULWAMA","JAMMU AND KASHMIR","192301","01AAOCM8769M1ZP","Multi Product Group Category","-","0","0","2024-03-31"
"AAOCM8781H","MUNITIONS INDIA LIMITED","RCMCRENEWFIEO00087163AM25","2025-03-09","Renewal of e-RCMC","4",NULL,"CORPORATE OFFICE: NYATI UNITREE, NAGAR ROAD, YERWADA, PUNE -411006","REGD.OFFICE: AMMUNITION FACTORY 21 COLDICOTT ROAD ORDNANCE ESTATE KHADKI -411003","PUNE","PUNE","MAHARASHTRA","411003","27AAOCM8781H8ZJ","Multi Product Group Category","-","7222","0","2026-03-31"
"AAOCM8790J","MAPLE CAR CARE PRIVATE LIMITED","RCMCAPPLYFIEO00092650AM25","2025-03-20","Issuance of e-RCMC","9",NULL,"MATH KAMALNAINPUR",NULL,"BAREIILY","BAREILLY","UTTAR PRADESH","243122","09AAOCM8790J1ZI","Multi Product Group Category","-","37520899.89","0","2026-03-31"
"AAOCM8915B","MEDIX ORTHOPEDIC PRIVATE LIMITED","RCMCAPPLYFIEO00088835AM25","2025-03-12","Issuance of e-RCMC","12",NULL,"A-3, SHYAMAL RESIDENCY","AJWA WAGHODIYA ROAD","VADODARA","VADODARA","GUJARAT","390019","24AAOCM8915B1ZG","Multi Product Group Category","-","0","0","2026-03-31"
"AAOCM8964A","MICROTEK BALAJI POWERTRONICS PRIVATE LIMITED","RCMCRENEWFIEO00041369AM24","2023-07-18","Renewal of e-RCMC","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Premium Multi Product Group Category","-","3502819000","0","2024-03-31"
"AAOCM9137H","MEDSUN BIOMEDICAL TECHNOLOGIES PRIVATE LIMITED","RCMCRENEWFIEO00035451AM26","2025-05-30","Renewal of e-RCMC","2",NULL,"H. NO. 49","HASANPUR, IP EXT, NEAR VIDHI APARTMENT","EAST DELHI","EAST DELHI","DELHI","110092","07AAOCM9137H1Z0","Multi Product Group Category","-","46640602","46640602","2026-03-31"
"AAOCM9629A","MY H AND W PRODUCTS PRIVATE LIMITED","RCMCRENEWFIEO00001269AM26","2025-03-31","Renewal of e-RCMC","5",NULL,"NO: 132, 2ND FLOOR   MOGAPPAIR EAST, CHENNAI-600037","VGP NAGAR MAIN ROAD MOGAPPAIR","CHENNAI","THIRUVALLUR","TAMIL NADU","600037","33AAOCM9629A1ZE","Premium Multi Product Group Category","-","400000000","0","2026-03-31"
"AAOCM9716A","MACHEM INDIA PRIVATE LIMITED","RCMCAPPLYFIEO00021730AM23","2022-07-14","Issuance of e-RCMC","4",NULL,"UNIT NO.615, 6TH FLOOR ,A-WING, KANAKIA WALLSTREET,","NEAR CHAKALA SIGNAL","MUMBAI","MUMBAI SUBURBAN","MAHARASHTRA","400093","27AAOCM9716A1ZB","Multi Product Group Category","-","0","0","2023-03-31"
"AAOCM9884D","MINESTONE MINERALS PRIVATE LIMITED","RCMCRENEWFIEO00001100AM26","2025-03-31","Renewal of e-RCMC","14",NULL,"BLOCK NO 29, EXPORT PROMOTIONAL INDUSTRIAL PARK,","GUNJIMUTT,","MANGALORE","DAKSHINA KANNADA","KARNATAKA","574144","29AAOCM9884D1ZO","One Star Export House Category","One Star Export House","763156231","582862231","2026-03-31"
"AAOCP0020C","PRIMROSE IND SCIENTIFIC PRIVATE LIMITED","RCMCAPPLYFIEO00030816AM26","2025-05-19","Issuance of e-RCMC","4",NULL,"SERENA, A 401, SHIL ROAD,","CASA BELLA, KALYAN","THANE","THANE","MAHARASHTRA","421204","27AAOCP0020C1ZX","Multi Product Group Category","-","16400000","0","2026-03-31"
"AAOCP0543J","PURE DIETS AGRI PRIVATE LIMITED","RCMCAPPLYFIEO00059214AM24","2023-11-02","Issuance of e-RCMC","2",NULL,"PURE DIETS AGRI PRIVATE LIMITED","GROUND FLOOR, 166MADANPURA SARITA VIHAR, PORTION MEHLA MOHALLA,","NEW DELHI","SOUTH DELHI","DELHI","110076","07AAOCP0543J1Z8","Multi Product Group Category","-","0","0","2028-03-31"
"AAOCP0804G","NEELACHAL BIOTECH PRIVATE LIMITED","RCMCAPPLYFIEO00091343AM25","2025-03-18","Issuance of e-RCMC","5",NULL,"CHANDRIKA CHAMBERS, 4A, 4TH FLOOR, 15/4, ANTHONY STREET","BALAJI NAGAR, ROYAPETTAH, CHENNAI","CHENNAI","CHENNAI","TAMIL NADU","600014","33AAOCP0804G1ZO","Multi Product Group Category","-","0","0","2026-03-31"
"AAOCP1775C","PADMESH INDUSTRIES PRIVATE LIMITED","RCMCAPPLYFIEO00065706AM24","2023-12-21","Issuance of e-RCMC","10",NULL,"PLOT NO. 1663/3495,KHATA NO. 888/253,OWN HOUSE MAJHI SAHI","MANGLABAG NUAPATNA","CUTTACK","CUTTACK","ODISHA","753001","21AAOCP1775C1ZL","Multi Product Group Category","-","0","0","2028-03-31"
"AAOCP2304D","PARAMESHRAM ENGITECH PRIVATE LIMITED","RCMCAPPLYFIEO00051805AM26","2025-07-27","Issuance of e-RCMC","5",NULL,"NO 162, KRISHNA NAGAR 11TH STREET","ALAPAKKAM, PORUR","CHENNAI","THIRUVALLUR","TAMIL NADU","600116","33AAOCP2304D1ZV","Multi Product Group Category","-","0","0","2026-03-31"
"AAOCP2545G","PILANE EXPORT PRIVATE LIMITED","RCMCRENEWFIEO00098395AM25","2025-03-25","Renewal of e-RCMC","4",NULL,"404 BNO17 VAASTUSIDDHI GR,","BUIL & DEVPM/SHARI SIDDHI","PANVEL","RAIGAD","MAHARASHTRA","410206","27AAOCP2545G1Z7","Multi Product Group Category","-","0","0","2026-03-31"
"AAOCP2626E","PALEX LAMINATE PRIVATE LIMITED","RCMCAPPLYFIEO00059867AM25","2024-09-17","Issuance of e-RCMC","12",NULL,"627 SHIVALIK SATYAMEV","NR BOPAL AMBALI JUNCTION","AHMEDABAD,","AHMEDABAD","GUJARAT","380058","24AAOCP2626E1ZJ","Multi Product Group Category","-","0","0","2029-03-31"
"AAOCP3100H","PROCLIVE SOLUTIONS PRIVATE LIMITED","RCMCAPPLYFIEO00071825AM25","2024-12-11","Issuance of e-RCMC","4",NULL,"B 403 PLOT 4 SECTOR 13, SHIVMANDIR","SANPADA","THANE","THANE","MAHARASHTRA","400705","27AAOCP3100H1ZK","Multi Product Group Category","-","2094071","0","2025-03-31"
"AAOCP3702H","PRECISION TECH WORKS PRIVATE LIMITED","RCMCRENEWFIEO00101333AM25","2025-03-27","Renewal of e-RCMC","4",NULL,"GROUND FLOOR SHOP NO. 1, SADASHIV CHS LTD","6TH ROAD, SANTACRUZ EAST","MUMBAI","MUMBAI SUBURBAN","MAHARASHTRA","400055","27AAOCP3702H1ZC","Multi Product Group Category","-","38357","0","2026-03-31"
"AAOCP3705A","PARAMOUNT DYE TEC LIMITED","RCMCRENEWFIEO00023333AM26","2025-04-30","Renewal of e-RCMC","6",NULL,"VILLAGE MANGARH,","MACHIWARA ROAD, KOHARA","LUDHIANA","LUDHIANA","PUNJAB","141112","03AAOCP3705A1ZX","Premium Multi Product Group Category","-","235114818","0","2026-03-31"
"AAOCP4520B","PACE EXPORT (INDIA) PRIVATE LIMITED","RCMCAPPLYFIEO00051801AM25","2024-07-30","Issuance of e-RCMC","4",NULL,"SHOP NO. 2 CHAMUNDA HERITAGE CHS LTD","SAI MANDIR ROAD BHD JIVAN VIKAS KENDRA HOSPITAL ANDHERI EAST MUMBAI","MUMBAI","MUMBAI SUBURBAN","MAHARASHTRA","400069","27AAOCP4520B1ZM","Multi Product Group Category","-","40000000","0","2028-03-31"
"AAOCP5357J","PALVI POWER TECH SALES PRIVATE LIMITED","RCMCRENEWFIEO00093056AM25","2025-03-20","Renewal of e-RCMC","12",NULL,"3RD FLOOR, B-301, 315, 316","ADITYA COMPLEX, FATEGANJ","VADODARA","VADODARA","GUJARAT","390002","24AAOCP5357J1ZY","Multi Product Group Category","-","0","0","2026-03-31"
"AAOCP5368F","PREMIUM PETRO AND INFRA PROJECTS PRIVATE LIMITED","RCMCAPPLYFIEO00026879AM26","2025-05-08","Issuance of e-RCMC","8",NULL,"1/3, HATHROI MARKET,","AJMER ROAD,","JAIPUR","JAIPUR","RAJASTHAN","302001","08AAOCP5368F1ZY","Premium Multi Product Group Category","-","2900000000","0","2026-03-31"
"AAOCP5498E","PEARL AQUA MARINE PRIVATE LIMITED","RCMCAPPLYFIEO00005146AM26","2025-04-03","Issuance of e-RCMC","10",NULL,"3RD FLOOR, B303, BT RESIDENCY, GGP COLONY, RASULGARH","BHUBANESWAR","BHUBANESWAR","KHORDHA","ODISHA","751025","21AAOCP5498E1Z5","Multi Product Group Category","-","0","0","2030-03-31"
"AAOCP5625R","PALA TRADELINKS PRIVATE LIMITED","RCMCRENEWFIEO00092081AM25","2025-03-19","Renewal of e-RCMC","16",NULL,"VALLAYIL KALAPURACKAL TOWER KUDAKKACHIRA P.O KOTTAYAM DT.KERALA",NULL,"PALA","KOTTAYAM","KERALA","686635","32AAOCP5625R1ZQ","Multi Product Group Category","-","0","0","2026-03-31"
"AAOCP6903G","PRINCE AGRO FRESH PRIVATE LIMITED","RCMCAPPLYFIEO00042400AM26","2025-06-22","Issuance of e-RCMC","6",NULL,"PLOT NO. 89","IGC LASSIPORA","SRINAGAR","PULWAMA","JAMMU AND KASHMIR","192301","01AAOCP6903J1ZJ","Multi Product Group Category","-","0","0","2026-03-31"
"AAOCP7004L","PRICH SOLUTIONS PRIVATE LIMITED","RCMCAPPLYFIEO00059827AM25","2024-09-17","Issuance of e-RCMC","3",NULL,"C/O RAMESH CHANDRA, SURBHI COLONY,","BHOTIA PARAO, HALDWANI,","NAINITAL","NAINITAL","UTTARAKHAND","263139","05AAOCP7004L1Z6","Multi Product Group Category","-","0","0","2025-03-31"
"AAOCP7575L","PARI EXPORTS PRIVATE LIMITED","RCMCAPPLYFIEO00053238AM25","2024-08-07","Issuance of e-RCMC","2",NULL,"BLA044 THE BELAIRE, DLF CITY, PHASE-V, GURGAON",NULL,"GURGAON","GURUGRAM","HARYANA","122011","06AAOCP7575L1ZK","Multi Product Group Category","-","100000","0","2025-03-31"
"AAOCP8434E","PEAK LIFE INNOVATIONS PRIVATE LIMITED","RCMCAPPLYFIEO00054094AM26","2025-08-06","Issuance of e-RCMC","12",NULL,"65, SUVAS GLOBAL INDUSTRIAL HUB, B/H ZYDUS LIFESCIENCES","SARKHEJ-BAVLA ROAD , MORAIYA, CHANGODAR","AHMEDABAD","AHMEDABAD","GUJARAT","382213","24AAOCP8434E1Z9","Multi Product Group Category","-","0","0","2026-03-31"
"AAOCP8472A","PRODEXSEL GLOBAL PRIVATE LIMITED","RCMCAPPLYFIEO00053817AM25","2024-08-11","Issuance of e-RCMC","15",NULL,"7-5-126/2/A/1","2ND BYPASS ROAD","VEMULAWADA","RAJANNA SIRCILLA","TELANGANA","505302","36AAOCP8472A1Z6","Multi Product Group Category","-","0","0","2025-03-31"
"AAOCP8833F","PRASTHARA EXPORTS AND IMPORTS PRIVATE LIMITED","RCMCRENEWFIEO00103784AM25","2025-03-30","Renewal of e-RCMC","18",NULL,"D. NO. 1-459-2, RAM NAGAR,","WEST GUDUR","NELLORE","SPSR NELLORE","ANDHRA PRADESH","524101","37AAOCP8833F1ZX","Multi Product Group Category","-","0","0","2026-03-31"
"AAOCP9782F","POWER OF NINE PRIVATE LIMITED","RCMCAPPLYFIEO00018577AM26","2025-04-22","Issuance of e-RCMC","14",NULL,"615/22 4TH CROSS, RAGHAVENDRA COLONY","BANNERGHATTA ROAD BEHIND IIMB BILEKAHALLI","BENGALURU","BENGALURU URBAN","KARNATAKA","560076","29AAOCP9782F1ZK","Multi Product Group Category","-","0","0","2026-03-31"
"AAOCR0302D","RISOM PHOXNUTS INDIA PRIVATE LIMITED","RCMCAPPLYFIEO00070370AM25","2024-12-02","Issuance of e-RCMC","12",NULL,"116/3, THAKKAR BAPA NAGAR,","NIKOL, AHMEDABAD,","AHMEDABAD","AHMEDABAD","GUJARAT","382350","24AAOCR0302D1ZY","Multi Product Group Category","-","0","0","2025-03-31"
"AAOCR2350K","REVEKKA INTERNATIONAL PRIVATE LIMITED","RCMCAPPLYFIEO00047594AM26","2025-07-08","Issuance of e-RCMC","6",NULL,"B-30-2185/A/251/4 JEET INDUSTRIAL ESTATE,","FOCAL POINT, NICHI MANGLI, CHANDIGARH ROAD, P.O. RAMGARH","LUDHIANA","LUDHIANA","PUNJAB","141123","03AAOCR2350K1ZB","Multi Product Group Category","-","0","0","2026-03-31"
"AAOCR3572K","ROYAL TIARA LOGISTICS PRIVATE LIMITED","RCMCAPPLYFIEO00045259AM26","2025-06-29","Issuance of e-RCMC","4",NULL,"4TH FLOOR  , 44/A,WING, SILVER ASTRA","JB NAGAR,KONDIVITTA,ANDHERI EAST","MUMBAI","MUMBAI SUBURBAN","MAHARASHTRA","400059","27AAOCR3572K1ZR","Multi Product Group Category","-","0","0","2028-03-31"
"AAOCR3717Q","RED WINGS INTERNATIONAL PRIVATE LIMITED","RCMCAPPLYFIEO00033488AM26","2025-05-25","Issuance of e-RCMC","5",NULL,"LAND BANK - 1, BLOBK - 8, FLAT NO - 35 TNHB FLATS","SHOLINGANALLUR","CHENNAI","KANCHIPURAM","TAMIL NADU","600119","33AAOCR3717Q1ZR","Multi Product Group Category","-","0","0","2026-03-31"
"AAOCR4112P","RAKHIT GLOBAL PRIVATE LIMITED","RCMCAPPLYFIEO00038647AM26","2025-06-09","Issuance of e-RCMC","3",NULL,"NASKAR PARA ROAD, HARIDEVPUR",NULL,"KOLKATA","KOLKATA","WEST BENGAL","700082","19AAOCR4112P1ZS","Multi Product Group Category","-","0","0","2026-03-31"
"AAOCR4511J","RICHMIND EXIM PRIVATE LIMITED","RCMCAPPLYFIEO00040931AM26","2025-06-17","Issuance of e-RCMC","16",NULL,"23 KH NO 187/1260/28/2/23","HENNUR VILLAGE , BENGALURU","BENGALURU URBAN","BENGALURU URBAN","KARNATAKA","560043","29AAOCR4511J1Z0","Multi Product Group Category","-","0","0","2026-03-31"
"AAOCR4525L","RAWFOREST EXPORTS PRIVATE LIMITED","RCMCAPPLYFIEO00056517AM26","2025-08-21","Issuance of e-RCMC","16",NULL,"5/257A8,  SUITE NO. 46B,  HEILEY SPACES,BASEMENT FLOOR,","PALLATH SQUARE, FACT KALAMASSERY ROAD,","KALAMASSERY","ERNAKULAM","KERALA","683104","32AAOCR4525L1Z3","Multi Product Group Category","-","0","0","2026-03-31"
"AAOCR4784P","REGALMIND EXPORTS (OPC) PRIVATE LIMITED","RCMCAPPLYFIEO00043937AM26","2025-06-26","Issuance of e-RCMC","4",NULL,"504, ATYE AVENUE","TONDON CROSS ROAD, OPP IDBI BANK, RAMNAGAR, DOMBILVI (EAST)","THANE","THANE","MAHARASHTRA","421201","27AAOCR4784P1Z9","Multi Product Group Category","-","0","0","2026-03-31"
"AAOCR5027M","RHENIUS INTERNATIONAL PRIVATE LIMITED","RCMCAPPLYFIEO00054674AM26","2025-08-11","Issuance of e-RCMC","17",NULL,"6/105 SCHOOL ROAD PANDALUR KOLAPALLI","THE NILGIRIS","THE NILGIRIS","THE NILGIRIS","TAMIL NADU","643253","33AAOCR5027M1Z0","Multi Product Group Category","-","0","0","2026-03-31"
"AAOCR5088G","RECRUST INTERNATIONAL PRIVATE LIMITED","RCMCAPPLYFIEO00061506AM26","2025-09-19","Issuance of e-RCMC","3",NULL,"AURORA WATER FRONT, 15TH FLOOR, UNIT NO. 20","GN-34/1, SALT LAKE, SECTOR-V","KOLKATA","24 PARAGANAS NORTH","WEST BENGAL","700091","19AAOCR5088G1ZQ","Multi Product Group Category","-","0","0","2026-03-31"
"AAOCR6307C","RR CLEANROOM PROJECTS PRIVATE LIMITED","RCMCAPPLYFIEO00071872AM26","2025-12-02","Issuance of e-RCMC","12",NULL,"KHATA NO. 1086 BLOCK/ SURY NO . 402","AMBARELI","DHOLKA","AHMEDABAD","GUJARAT","382225","24AAOCR6307C1ZJ","Multi Product Group Category","-","0","0","2026-03-31"
"AAOCR6670A","RITAM INTERNATIONAL PRIVATE LIMITED","RCMCAPPLYFIEO00042862AM26","2025-06-23","Issuance of e-RCMC","2",NULL,"FF,H NO 1584,GALI NO 16","VEDANT NAGAR,DHARAM VIHAR","BAHADURGARH","JHAJJAR","HARYANA","124507","06AAOCR6670A1ZB","Multi Product Group Category","-","0","0","2026-03-31"
"AAOCR8402L","RAM BALRAAM JEWELS PRIVATE LIMITED","RCMCAPPLYFIEO00062824AM26","2025-09-28","Issuance of e-RCMC","9",NULL,"FIRST FLOOR, HOUSE NO. 13/432C","NUNHAI-2, BLOCK-13, CHATTA, MAUJA NARAICH, TEHSIL ETMADPUR, BUDHANA MUSTKIL","AGRA","AGRA","UTTAR PRADESH","282006","09AAOCR8402L1ZS","Multi Product Group Category","-","0","0","2026-03-31"
"AAOCR9396K","RUDRA TRIMEX PRIVATE LIMITED","RCMCAPPLYFIEO00065211AM26","2025-10-14","Issuance of e-RCMC","4",NULL,"401 A WING 4TH FLOOR, SAHYOG CHS","NEAR SAI BABA MANDIR, RAM TEKDI PATH, SEWRI","MUMBAI","MUMBAI","MAHARASHTRA","400015","27AAOCR9396K1Z9","Multi Product Group Category","-","0","0","2026-03-31"
"AAOCS0251Q","SHREE BHAGWATI BUILDINFRA PRIVATE LIMITED","RCMCAPPLYFIEO00071500AM24","2024-01-31","Issuance of e-RCMC","12",NULL,"A/112 SIDDHI VINAYAK TOWERS, BH DCP OFFICE OFF SG HIGHWAY","MAKARBA","AHMEDABAD","AHMEDABAD","GUJARAT","380051","24AAOCS0251Q1ZY","Multi Product Group Category","-","0","0","2027-03-31"
"AAOCS0959H","SUPREME SYNTH (INDIA) PRIVATE LIMITED","RCMCRENEWFIEO00040892AM25","2024-06-17","Renewal of e-RCMC","4",NULL,"PLOT NO. 12 / H, HEAVY INDUSTRIAL AREA, HATHKHOJ, BHILAI - 490024, DISTRICT - DU","PLOT NO. 12 / H, HEAVY INDUSTRIAL AREA, HATHKHOJ, BHILAI - 490024, DISTRICT - DU","DURG","DURG","CHHATTISGARH","490024","22AAOCS0959H2Z5","Premium Multi Product Group Category","-","200000000","0","2026-03-31"
"AAOCS4388J","SAI BIOCARE PRIVATE LIMITED","RCMCAPPLYFIEO00047221AM26","2025-07-06","Issuance of e-RCMC","10",NULL,"PLOT NO- 819, GARAGE CHAKKA","NEAR KALIKA TEMPLE, OLD TOWN","BHUBANESWAR","KHORDHA","ODISHA","751002","21AAOCS4388J1ZW","Multi Product Group Category","-","0","0","2030-03-31"
"AAOCS5640K","SISHMAHAL COMMERCIAL PRIVATE LIMITED","RCMCRENEWFIEO00011981AM26","2025-04-10","Renewal of e-RCMC","3",NULL,"15/1 SOVARAM BYSACK STREET","2ND FLOOR BARABAZAR","KOLKATA","KOLKATA","WEST BENGAL","700007","19AAOCS5640K1ZQ","Premium Multi Product Group Category","-","100000000","10000","2026-03-31"
